,avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,salary_derived
2247,253,engineering,0.0,0.46538346363000005,6,0.0,high,0.47071988275,Employed,4.0,3
2248,246,engineering,0.0,0.844654160616,4,0.0,medium,0.617816424367,Employed,3.0,1
2249,241,sales,0.0,0.648873989972,5,0.0,low,0.5271478248879999,Employed,3.0,0
2250,177,sales,0.0,0.841417439896,3,0.0,medium,0.876154733158,Employed,2.0,1
2251,209,management,0.0,0.933145791717,3,0.0,high,0.64315647822,Employed,2.0,3
2252,205,support,0.0,0.736313457782,3,0.0,low,0.630234999687,Employed,3.0,0
2253,216,sales,0.0,0.8159250462700001,3,0.0,medium,0.7885693773739999,Employed,3.0,1
2254,218,marketing,1.0,0.6663626708070001,4,0.0,low,0.931615340159,Employed,4.0,0
2255,198,sales,0.0,0.9069847467509999,3,0.0,medium,0.955994121056,Employed,3.0,1
2256,160,support,0.0,0.5873166652790001,2,0.0,low,0.428188347802,Left,3.0,0
2257,192,support,0.0,0.382272506964,3,0.0,low,0.509323260049,Employed,2.0,0
2258,247,sales,0.0,0.633130558931,3,0.0,medium,0.845245151096,Employed,2.0,1
2259,271,sales,0.0,0.987591946622,6,0.0,low,0.135683561353,Left,4.0,0
2260,132,sales,0.0,0.42307938508500004,2,0.0,low,0.427965504077,Left,3.0,0
2261,133,engineering,0.0,0.7096822832520001,5,0.0,medium,0.594238699873,Employed,10.0,1
2262,177,support,0.0,0.662750034758,5,0.0,medium,0.875067686886,Employed,4.0,1
2263,229,management,0.0,0.765723616792,3,1.0,high,0.8291573481550001,Employed,7.0,3
2264,207,support,0.0,0.826693582811,3,0.0,low,0.9639436973440001,Employed,2.0,0
2265,155,support,0.0,0.525085256894,2,0.0,low,0.35387922518,Left,3.0,0
2266,143,engineering,0.0,0.470969073019,2,0.0,low,0.46680621551600004,Left,3.0,0
2267,258,sales,0.0,,2,0.0,low,0.940888965881,Employed,2.0,0
2268,211,sales,1.0,0.53205496548,3,0.0,low,0.819417029284,Employed,4.0,0
2269,160,engineering,0.0,0.767653612548,4,0.0,medium,0.132115161669,Employed,5.0,1
2270,96,sales,0.0,0.592836830459,4,0.0,low,0.534602687968,Employed,3.0,0
2271,281,finance,1.0,0.69683028824,5,0.0,medium,0.194354608743,Employed,4.0,1
2272,154,marketing,0.0,0.563679524109,2,0.0,low,0.486796299823,Left,3.0,0
2273,164,procurement,0.0,0.643403279564,3,0.0,medium,0.778829556196,Employed,4.0,1
2274,272,finance,0.0,0.9042731282200002,6,0.0,low,0.112340525657,Left,4.0,0
2275,264,management,0.0,0.6341610222699999,3,0.0,high,0.818671787462,Employed,4.0,3
2276,182,sales,0.0,0.673911692106,3,0.0,medium,0.624353938257,Employed,3.0,1
2277,246,sales,0.0,0.887786607157,4,0.0,low,0.9609277343610001,Left,5.0,0
2278,277,product,0.0,0.930485574989,6,0.0,medium,0.174841512042,Left,4.0,1
2279,274,engineering,1.0,,4,0.0,low,0.669185963441,Employed,2.0,0
2280,262,sales,0.0,0.843350629248,5,0.0,medium,0.783404326211,Left,6.0,1
2281,133,admin,0.0,0.611780944122,5,0.0,medium,0.95601324691,Employed,2.0,1
2282,137,engineering,0.0,0.588919534074,3,0.0,low,0.737126159527,Employed,3.0,0
2283,250,support,0.0,,3,0.0,medium,0.697541370258,Employed,2.0,1
2284,207,sales,0.0,0.9873212982940001,4,0.0,medium,0.886473350095,Employed,3.0,1
2285,170,admin,0.0,0.8371380243109999,3,0.0,low,0.5070821072680001,Employed,3.0,0
2286,217,procurement,1.0,0.881620971259,6,1.0,medium,0.66731380438,Employed,4.0,1
2287,200,sales,0.0,0.642766419705,3,0.0,low,0.553418689593,Employed,3.0,0
2288,119,sales,0.0,0.42200951005599996,2,0.0,medium,0.175910244485,Employed,3.0,1
2289,257,sales,1.0,0.8003805123100001,2,0.0,low,0.634343598154,Employed,2.0,0
2290,252,IT,0.0,0.691730353512,3,0.0,low,0.9875472350650001,Employed,2.0,0
2291,156,engineering,0.0,0.536030860047,2,0.0,high,0.446477553177,Left,3.0,3
2292,137,engineering,0.0,,2,0.0,low,0.41887541944799994,Left,3.0,0
2293,131,engineering,0.0,,2,0.0,low,0.462385752421,Left,3.0,0
2294,154,,0.0,0.5237250438009999,2,0.0,medium,0.36056394560599997,Left,3.0,1
2295,296,admin,0.0,0.95895190109,7,0.0,low,0.166428705102,Left,4.0,0
2296,270,support,1.0,0.8229922238609999,5,0.0,medium,0.7776643538950001,Left,5.0,1
2297,192,,0.0,0.708206189327,6,0.0,medium,0.5943184307639999,Employed,6.0,1
2298,162,support,0.0,0.47612914996699995,4,0.0,medium,0.9269185533419999,Employed,2.0,1
2299,267,sales,0.0,0.812482016731,5,0.0,medium,0.813159678544,Left,5.0,1
2300,247,sales,0.0,0.749683457867,6,0.0,low,0.130489890167,Left,4.0,0
2301,147,sales,0.0,0.541719911782,2,0.0,low,0.489437330568,Left,3.0,0
2302,195,support,0.0,0.8496581580570001,2,0.0,medium,0.811419641631,Employed,4.0,1
2303,202,product,0.0,0.7533238423399999,3,0.0,medium,0.857511563988,Employed,3.0,1
2304,283,engineering,1.0,0.954020314972,3,0.0,low,0.640685227242,Employed,2.0,0
2305,265,support,0.0,0.591324394572,4,0.0,medium,0.553020530677,Employed,2.0,1
2306,256,finance,0.0,0.528571105067,4,0.0,low,0.5374589553,Employed,3.0,0
2307,166,support,0.0,0.832865687986,3,0.0,medium,0.927177625695,Employed,3.0,1
2308,137,support,0.0,0.756869575467,3,0.0,low,0.899502814004,Employed,2.0,0
2309,140,support,0.0,0.757946183908,4,0.0,low,0.577462691669,Employed,3.0,0
2310,157,finance,0.0,0.483350989344,2,0.0,low,0.36235197837300004,Left,3.0,0
2311,186,marketing,1.0,0.568174510223,4,0.0,low,0.759816414935,Employed,10.0,0
2312,149,sales,0.0,0.939521460969,4,1.0,medium,0.8875328305060001,Employed,3.0,1
2313,243,marketing,0.0,0.98029795248,5,0.0,low,0.9354048640610001,Left,6.0,0
2314,308,,0.0,0.925629982549,7,0.0,medium,0.0951464404012,Left,5.0,1
2315,256,support,0.0,0.804919602793,6,0.0,medium,0.0785679442904,Left,5.0,1
2316,198,IT,0.0,0.547052591658,4,0.0,low,0.67163761659,Employed,3.0,0
2317,131,sales,0.0,0.520728432891,2,0.0,low,0.41342537369599996,Left,3.0,0
2318,162,IT,0.0,0.719591912436,3,0.0,high,0.7560615284890001,Employed,8.0,3
2319,151,sales,0.0,0.715167613597,4,0.0,medium,0.9872679665649999,Employed,4.0,1
2320,270,admin,0.0,,3,0.0,low,0.533385114305,Employed,3.0,0
2321,130,sales,0.0,0.466683734431,4,0.0,high,0.5438489059480001,Employed,10.0,3
2322,153,support,0.0,0.7212154718930001,2,0.0,medium,0.597820350792,Employed,2.0,1
2323,221,sales,0.0,0.5572027938899999,3,0.0,medium,0.6177230352709999,Employed,2.0,1
2324,234,engineering,0.0,1.0,5,0.0,medium,0.8251717164419999,Left,5.0,1
2325,276,marketing,0.0,0.6437054823899999,4,0.0,high,0.22881084735100002,Employed,6.0,3
2326,157,IT,0.0,0.547683250244,5,0.0,medium,0.6990659455149999,Employed,2.0,1
2327,255,support,0.0,0.894923873805,7,0.0,medium,0.175250046734,Left,4.0,1
2328,191,sales,0.0,0.783064147695,3,0.0,medium,0.969069997602,Employed,2.0,1
2329,279,admin,0.0,0.865087781917,7,0.0,medium,0.062977583727,Left,4.0,1
2330,158,sales,0.0,0.635456405483,4,0.0,low,0.765850088901,Employed,3.0,0
2331,242,IT,0.0,0.8377979274490001,4,0.0,low,0.829303164891,Employed,2.0,0
2332,129,engineering,0.0,0.51355423359,2,0.0,medium,0.47798882059500003,Left,3.0,1
2333,238,engineering,0.0,0.690822788834,3,0.0,low,0.740279518047,Employed,2.0,0
2334,249,sales,0.0,0.547623586715,4,0.0,medium,0.5832748055870001,Employed,2.0,1
2335,238,engineering,0.0,0.8496353409909999,5,0.0,high,0.8036456583600001,Left,5.0,3
2336,251,sales,1.0,1.0,5,0.0,low,0.5214506500739999,Employed,2.0,0
2337,246,sales,0.0,0.440998059444,4,0.0,low,0.854976401462,Employed,3.0,0
2338,224,engineering,0.0,0.9331536133249999,4,0.0,medium,0.564714315493,Employed,4.0,1
2339,276,finance,0.0,0.781090608008,7,0.0,low,0.0662763365576,Left,4.0,0
2340,168,product,0.0,0.554135265207,4,0.0,medium,0.505365208572,Employed,3.0,1
2341,253,marketing,0.0,0.83394961998,6,0.0,medium,0.145413638228,Left,4.0,1
2342,210,sales,0.0,,4,0.0,medium,0.470197523889,Employed,2.0,1
2343,198,sales,0.0,0.546641762597,3,0.0,medium,1.0,Employed,3.0,1
2344,117,sales,0.0,0.996114026513,6,0.0,medium,0.161658157611,Employed,7.0,1
2346,212,engineering,0.0,0.798318933021,3,0.0,low,0.5295520560010001,Employed,2.0,0
2347,235,engineering,0.0,0.8796420300290001,4,0.0,low,0.9432699734569999,Left,5.0,0
2348,309,engineering,0.0,0.7848398017489999,6,0.0,low,0.07852330503489999,Left,4.0,0
2349,156,sales,0.0,0.7497723817640001,5,0.0,medium,0.9721512264100001,Employed,3.0,1
2350,137,engineering,0.0,0.5285447323800001,2,0.0,low,0.331801529296,Left,3.0,0
2351,173,sales,0.0,0.430410220145,6,0.0,medium,0.24810379672,Employed,7.0,1
2352,273,,1.0,,3,0.0,low,0.7486561450470001,Employed,3.0,0
2353,126,admin,1.0,0.543520069091,5,0.0,medium,0.143821423438,Employed,3.0,1
2354,140,sales,0.0,0.450075710334,2,0.0,low,0.355017659479,Left,3.0,0
2355,146,marketing,0.0,0.51957149755,2,0.0,low,0.426425140215,Left,3.0,0
2356,197,sales,0.0,0.7481889375220001,4,0.0,low,0.6203894420889999,Employed,5.0,0
2357,125,support,0.0,0.56191345367,3,0.0,medium,0.7369703679449999,Employed,6.0,1
2358,251,sales,0.0,1.0,5,0.0,low,0.951306211566,Left,6.0,0
2359,136,IT,0.0,0.9614030620730001,2,0.0,low,0.7069216746789999,Employed,3.0,0
2360,257,support,0.0,0.854991100211,6,0.0,medium,0.137589095736,Left,4.0,1
2361,285,engineering,0.0,0.832784902923,2,0.0,low,0.454846276302,Employed,5.0,0
2362,151,,1.0,0.511597612697,2,0.0,low,0.430462697105,Left,3.0,0
2363,104,sales,1.0,0.585165905686,4,0.0,medium,0.270288276669,Employed,7.0,1
2364,216,marketing,0.0,1.0,3,0.0,low,0.766568614772,Employed,3.0,0
2366,285,IT,0.0,0.466720623835,2,0.0,medium,0.414374916735,Employed,5.0,1
2368,263,,0.0,0.8643988268009999,5,0.0,low,0.09063469616599999,Left,4.0,0
2369,150,management,0.0,0.613719239166,4,0.0,medium,0.19097260376699998,Employed,6.0,1
2370,208,finance,0.0,0.592708934715,4,0.0,medium,0.8927247497030001,Employed,3.0,1
2371,162,sales,1.0,0.7837201685070001,5,0.0,medium,0.149949524867,Employed,4.0,1
2372,255,management,1.0,0.6903134535400001,3,0.0,low,0.848738131173,Employed,4.0,0
2373,250,finance,0.0,0.593811928927,4,0.0,medium,0.551724545216,Employed,2.0,1
2374,162,sales,1.0,0.955824114209,3,0.0,medium,0.534119956042,Employed,3.0,1
2375,242,support,0.0,0.533715431641,4,0.0,medium,1.0,Employed,2.0,1
2376,258,support,0.0,0.866487781846,3,0.0,low,0.575868946373,Employed,4.0,0
2377,269,support,0.0,0.465408727171,4,0.0,medium,0.991468471247,Employed,4.0,1
2378,179,sales,0.0,0.48187108571099996,4,0.0,medium,0.5296198210949999,Employed,3.0,1
2379,160,sales,0.0,0.866497757897,3,0.0,medium,1.0,Employed,4.0,1
2380,163,sales,0.0,0.624465706085,4,0.0,low,0.962422725192,Employed,3.0,0
2381,239,product,0.0,0.960950431767,5,0.0,low,0.796385338474,Left,5.0,0
2382,136,sales,0.0,0.604608779085,6,0.0,high,0.30901763526299997,Employed,3.0,3
2383,201,support,0.0,0.840877454409,4,0.0,low,0.682374255219,Employed,10.0,0
2384,248,IT,0.0,0.873298977237,2,0.0,high,0.471193265449,Employed,4.0,3
2385,164,sales,0.0,0.859590818672,4,0.0,medium,0.858252586406,Employed,4.0,1
2386,192,finance,0.0,0.9728424203530001,4,0.0,low,0.253186700264,Left,4.0,0
2387,151,finance,0.0,,3,0.0,low,0.837409802109,Employed,3.0,0
2388,177,support,0.0,0.699266824735,5,0.0,medium,0.940395963171,Employed,4.0,1
2389,144,marketing,0.0,0.462468530783,2,0.0,medium,0.463161487737,Left,3.0,1
2390,170,support,0.0,0.45359561398500003,4,0.0,low,0.281550784058,Employed,2.0,0
2391,240,finance,0.0,0.7145958447149999,4,0.0,low,1.0,Employed,4.0,0
2392,245,support,0.0,0.944478136151,5,0.0,medium,0.9207709892720001,Left,5.0,1
2393,168,,0.0,0.9031695990090001,2,0.0,low,0.658787807225,Employed,4.0,0
2394,189,sales,0.0,0.7878812998070001,4,0.0,medium,0.570309528135,Employed,3.0,1
2395,259,engineering,0.0,0.583767284485,4,0.0,low,0.9653074052230001,Employed,4.0,0
2396,149,product,0.0,0.577418575026,4,0.0,low,0.7800345937350001,Employed,3.0,0
2397,164,procurement,0.0,0.786732250067,5,0.0,medium,0.932523431712,Employed,2.0,1
2398,255,IT,0.0,,3,0.0,medium,0.614875474151,Employed,2.0,1
2399,272,engineering,0.0,0.8043609179269999,5,0.0,medium,0.845382530465,Left,6.0,1
2400,140,sales,0.0,0.470909017122,2,0.0,low,0.37503659655500005,Left,3.0,0
2401,290,management,0.0,0.755190521984,7,0.0,low,0.08086695497539999,Left,4.0,0
2402,264,product,1.0,,4,0.0,low,0.445556373859,Employed,2.0,0
2403,223,finance,1.0,0.868162590474,5,0.0,medium,0.6397899402889999,Employed,3.0,1
2404,238,product,0.0,0.7675488957850001,3,0.0,low,0.459554554462,Employed,4.0,0
2405,233,support,1.0,0.773723937421,4,0.0,low,0.851412884525,Left,4.0,0
2406,138,sales,1.0,0.569801727107,6,0.0,medium,0.7145219724609999,Employed,4.0,1
2407,272,support,0.0,0.774073311265,4,0.0,low,0.5804727978800001,Employed,3.0,0
2408,209,sales,0.0,0.9065903961920001,5,0.0,low,0.927516082732,Employed,4.0,0
2409,139,IT,0.0,0.720406192281,4,0.0,low,0.757475472334,Employed,3.0,0
2410,141,support,0.0,0.692215594627,3,0.0,low,0.66949111107,Employed,4.0,0
2411,144,sales,0.0,0.8488170088670001,4,0.0,medium,0.27709670823399996,Employed,4.0,1
2412,127,IT,0.0,0.559907374711,2,0.0,medium,0.44003299462300005,Left,3.0,1
2413,220,sales,0.0,0.585868904491,3,1.0,low,0.899968941632,Employed,7.0,0
2414,176,sales,0.0,,4,0.0,medium,0.529099993076,Employed,3.0,1
2415,133,engineering,0.0,0.885570922241,7,0.0,low,0.293976843166,Left,5.0,0
2416,122,sales,0.0,0.376233968693,2,0.0,low,0.7150336729440001,Employed,5.0,0
2417,158,marketing,0.0,0.829799834329,3,0.0,medium,0.9006198325460001,Employed,7.0,1
2418,142,sales,1.0,0.6761078883120001,4,0.0,low,0.575782998543,Employed,4.0,0
2419,151,finance,1.0,0.691591816998,2,0.0,low,0.471713827509,Employed,3.0,0
2420,138,finance,0.0,0.555877541373,2,0.0,medium,0.45464259604900004,Left,3.0,1
2421,255,engineering,0.0,0.5766156511230001,3,0.0,high,0.857631319412,Left,5.0,3
2422,201,support,1.0,0.852027071087,4,0.0,low,0.862610959529,Employed,2.0,0
2423,147,product,1.0,0.6775603320870001,4,0.0,high,0.83875871108,Employed,2.0,3
2424,181,finance,0.0,0.781526740493,3,0.0,low,0.584746687109,Employed,3.0,0
2425,161,management,0.0,0.533407325862,4,0.0,high,0.499096872281,Employed,7.0,3
2426,223,sales,0.0,0.592473126026,6,0.0,medium,0.631859067735,Employed,6.0,1
2427,203,support,1.0,0.557888079775,4,0.0,high,0.7566706371690001,Employed,3.0,3
2428,121,sales,0.0,0.741283528002,3,0.0,low,0.34049382734,Employed,2.0,0
2429,227,sales,0.0,0.5633570212210001,4,1.0,high,0.8131941044600001,Employed,2.0,3
2430,217,support,1.0,0.511462492121,4,0.0,low,0.9091233523510001,Employed,6.0,0
2431,132,engineering,0.0,,2,0.0,low,0.315318241584,Left,3.0,0
2432,162,sales,0.0,0.654068333736,3,0.0,medium,0.47751486992299996,Employed,2.0,1
2433,183,IT,0.0,0.5187241871989999,4,0.0,medium,0.943632727732,Employed,3.0,1
2434,243,engineering,0.0,0.761534469887,3,0.0,medium,0.621144914204,Employed,3.0,1
2435,189,sales,1.0,0.563320459214,3,0.0,medium,1.0,Employed,4.0,1
2436,191,engineering,0.0,0.9035384267409999,3,0.0,low,0.6513570049440001,Employed,4.0,0
2437,128,management,0.0,0.5169422781840001,2,0.0,low,0.397546176649,Left,3.0,0
2438,161,IT,0.0,0.724802242194,6,0.0,medium,0.873565585697,Left,4.0,1
2439,134,marketing,0.0,0.48822146213600004,2,0.0,medium,0.359319704555,Left,3.0,1
2440,206,,0.0,0.8520790325450001,3,0.0,medium,0.5091530160059999,Employed,4.0,1
2441,205,engineering,0.0,0.610924903642,4,0.0,low,0.917681830328,Employed,3.0,0
2442,285,IT,0.0,0.797766694865,7,0.0,medium,0.12595882701799999,Left,4.0,1
2443,136,support,0.0,0.598740682692,2,0.0,low,0.429902659197,Left,3.0,0
2444,273,,1.0,0.675038300818,5,0.0,low,0.8198911716539999,Employed,3.0,0
2445,141,sales,0.0,0.690396103051,4,0.0,low,0.305118628025,Left,2.0,0
2446,233,,0.0,0.937010362373,5,0.0,medium,0.9224570289399999,Left,5.0,1
2447,149,product,0.0,0.515148835383,2,0.0,high,0.421070308782,Left,3.0,3
2448,264,finance,0.0,0.9642199083640001,7,0.0,medium,0.117403372021,Left,4.0,1
2449,167,sales,0.0,0.37610950256399994,3,0.0,low,0.22122361371399998,Employed,5.0,0
2450,198,engineering,0.0,0.447544621112,3,0.0,medium,0.656448642624,Employed,4.0,1
2451,155,engineering,0.0,0.559969158731,2,0.0,low,0.493092638511,Left,3.0,0
2452,136,engineering,0.0,0.488114308825,2,0.0,low,0.39344935769100003,Left,3.0,0
2453,254,sales,0.0,0.602001358781,3,0.0,low,0.727168738122,Employed,2.0,0
2454,120,marketing,0.0,0.778034078672,5,0.0,low,0.959164763626,Employed,3.0,0
2455,267,engineering,0.0,0.9574417661929999,3,0.0,low,0.626286881465,Employed,3.0,0
2456,127,engineering,0.0,0.433734940757,2,0.0,low,0.370027199732,Left,3.0,0
2457,180,engineering,0.0,0.766988933836,3,0.0,medium,0.5402110417629999,Employed,2.0,1
2458,216,sales,0.0,0.45302501696900005,4,0.0,low,0.865966096642,Employed,2.0,0
2459,155,,0.0,0.643487598059,4,0.0,high,0.811090424384,Employed,4.0,3
2460,154,product,0.0,0.690273575204,6,0.0,medium,0.202335199914,Employed,5.0,1
2461,211,management,0.0,0.731164862951,3,0.0,high,0.7202574394399999,Employed,3.0,3
2462,157,support,0.0,0.415876082678,2,0.0,medium,0.41962183348800003,Left,3.0,1
2463,129,sales,0.0,0.573462758256,2,0.0,low,0.44877357745700003,Left,3.0,0
2464,131,marketing,0.0,0.450271453459,5,0.0,medium,0.296025501573,Employed,3.0,1
2465,109,finance,0.0,0.5341732409969999,3,0.0,medium,0.385065650698,Employed,3.0,1
2466,272,management,0.0,0.73651591383,3,0.0,high,0.574822459943,Employed,8.0,3
2467,184,,0.0,0.6255757305399999,5,0.0,low,0.578367745488,Employed,3.0,0
2468,169,support,0.0,0.858982729972,4,0.0,low,0.682357989258,Employed,4.0,0
2469,152,sales,0.0,0.500076803813,2,0.0,medium,0.373491527773,Left,3.0,1
2470,112,engineering,0.0,0.927922768654,4,0.0,medium,0.518048371517,Employed,2.0,1
2471,194,IT,0.0,,4,0.0,medium,0.738342048598,Employed,2.0,1
2472,249,engineering,0.0,0.504500517365,4,0.0,low,0.154857430546,Employed,4.0,0
2473,204,engineering,0.0,,4,0.0,low,0.524765998489,Employed,2.0,0
2474,270,sales,0.0,0.909934046613,7,0.0,medium,0.051701259764599994,Left,4.0,1
2475,268,IT,0.0,0.861394671037,6,0.0,medium,0.150082836152,Left,4.0,1
2476,172,admin,0.0,0.532767615934,3,0.0,medium,0.8102544398829999,Employed,4.0,1
2477,221,engineering,0.0,0.841085256795,6,0.0,medium,0.195796415416,Employed,5.0,1
2478,135,,0.0,0.870290313485,5,0.0,high,1.0,Employed,3.0,3
2479,196,sales,0.0,0.841472204463,4,0.0,low,0.7999080439630001,Employed,3.0,0
2480,98,support,0.0,0.9762133023720001,5,0.0,medium,0.6194922573780001,Employed,2.0,1
2481,178,support,0.0,0.5243517033439999,4,0.0,medium,0.7383611181999999,Employed,3.0,1
2482,127,product,0.0,0.487479696765,3,0.0,high,0.320081558175,Employed,4.0,3
2483,227,engineering,0.0,0.607155783578,3,0.0,medium,0.634343192604,Employed,3.0,1
2484,180,product,0.0,0.997238265678,2,0.0,low,0.6451349201100001,Employed,2.0,0
2485,174,sales,0.0,0.767385104374,3,0.0,medium,0.527423442964,Employed,3.0,1
2486,229,sales,1.0,0.93841178699,3,0.0,medium,0.835452474114,Employed,3.0,1
2487,237,product,0.0,0.8357744286579999,5,0.0,low,0.75415714317,Employed,4.0,0
2488,150,finance,0.0,,3,0.0,medium,0.8903062680339999,Employed,2.0,1
2489,280,sales,0.0,0.7361208035819999,6,0.0,medium,0.13112790913,Left,4.0,1
2490,165,sales,0.0,0.682770617023,3,0.0,medium,0.405139169618,Employed,3.0,1
2491,155,IT,0.0,,2,0.0,low,0.509006687696,Left,3.0,0
2492,103,sales,0.0,0.369132648068,2,0.0,low,0.939230273043,Employed,3.0,0
2493,149,sales,1.0,0.544527530763,2,0.0,low,0.8303412434819999,Employed,2.0,0
2494,211,IT,1.0,0.879065019849,5,0.0,medium,0.647455573389,Employed,2.0,1
2495,156,sales,0.0,0.5540161283330001,2,0.0,medium,0.44459221117200004,Left,3.0,1
2496,242,support,0.0,0.985077428177,5,0.0,medium,0.286152129084,Employed,4.0,1
2497,251,sales,0.0,0.463413506417,5,0.0,medium,0.588015029315,Employed,3.0,1
2498,232,sales,1.0,0.672290336224,3,0.0,medium,0.865132439715,Employed,3.0,1
2499,254,sales,0.0,,2,0.0,low,0.541370782212,Employed,2.0,0
2500,149,marketing,1.0,0.715389769625,3,0.0,medium,0.6060955164440001,Employed,3.0,1
2501,266,support,0.0,0.911874208433,5,0.0,medium,0.730274457572,Left,5.0,1
2502,147,sales,0.0,0.722386524962,3,0.0,low,0.6382147004550001,Employed,2.0,0
2503,255,engineering,0.0,0.499453071765,3,0.0,high,0.784863588544,Left,5.0,3
2504,206,IT,0.0,0.6597213556220001,3,0.0,low,0.739810606705,Employed,2.0,0
2505,157,sales,0.0,0.4883739923899999,2,0.0,low,0.395208593015,Left,3.0,0
2506,151,sales,0.0,0.681962961947,4,0.0,medium,0.9953344379629999,Employed,4.0,1
2507,271,management,1.0,0.7653642132969999,2,0.0,medium,0.546902310516,Employed,8.0,1
2508,212,sales,0.0,0.723284317429,3,0.0,medium,0.18515428845400003,Employed,3.0,1
2509,177,management,0.0,0.944309421876,5,0.0,medium,0.47276038391099995,Employed,4.0,1
2510,195,management,0.0,0.904911872776,5,0.0,high,0.735679505949,Employed,6.0,3
2511,134,sales,0.0,0.497049621543,3,0.0,medium,0.785906041364,Employed,3.0,1
2512,264,finance,0.0,0.524490277383,3,0.0,medium,0.558006155245,Employed,2.0,1
2513,156,sales,0.0,0.5443351046980001,2,0.0,low,0.382607171357,Left,3.0,0
2514,167,finance,0.0,0.35861977950400004,3,0.0,medium,0.317557932302,Employed,3.0,1
2515,135,sales,0.0,0.48676971256000007,2,0.0,medium,0.432187917763,Left,3.0,1
2516,213,support,0.0,0.9246345992299999,3,0.0,high,0.270284079949,Employed,3.0,3
2517,204,engineering,0.0,0.742458126531,3,0.0,high,0.493372399955,Employed,2.0,3
2518,236,product,0.0,0.896563471191,5,0.0,low,0.765250903969,Left,6.0,0
2519,258,support,0.0,0.661321724959,4,0.0,high,0.652237633745,Employed,2.0,3
2520,160,finance,0.0,,3,0.0,medium,0.395201887631,Employed,3.0,1
2521,156,product,0.0,0.698863950963,4,0.0,low,0.840213077535,Employed,3.0,0
2522,243,finance,0.0,0.536767580327,4,0.0,medium,0.876412417841,Employed,4.0,1
2523,184,support,0.0,0.843585795415,4,0.0,medium,0.7172062460780001,Employed,4.0,1
2524,171,sales,0.0,0.962638064308,4,0.0,medium,0.478342069573,Employed,2.0,1
2525,203,sales,0.0,0.803699660536,4,0.0,medium,0.7102684944259999,Employed,2.0,1
2526,238,engineering,0.0,0.509236750981,5,0.0,medium,0.97728556576,Employed,3.0,1
2527,217,sales,0.0,1.0,3,0.0,medium,0.506649766895,Employed,3.0,1
2528,279,sales,0.0,0.8322456982529999,6,0.0,low,0.0503368492742,Left,4.0,0
2529,150,sales,0.0,0.816656042468,3,0.0,medium,0.793481378128,Employed,4.0,1
2530,101,IT,0.0,0.860071294373,2,0.0,low,0.621705512322,Employed,6.0,0
2531,159,sales,0.0,0.541373800923,2,0.0,low,0.380790359524,Left,3.0,0
2532,201,management,0.0,0.694801068399,3,0.0,high,0.79508492023,Employed,10.0,3
2533,186,product,0.0,0.889347949972,5,0.0,low,0.7727960247560001,Employed,4.0,0
2534,134,engineering,0.0,0.478288741799,5,0.0,low,0.9771979835200001,Employed,6.0,0
2535,151,finance,0.0,0.472943994327,2,0.0,medium,0.494669775652,Left,3.0,1
2536,154,sales,1.0,0.588743258584,6,0.0,medium,0.150247459879,Employed,10.0,1
2537,173,sales,1.0,1.0,4,0.0,low,0.755001027116,Employed,3.0,0
2538,259,sales,1.0,,4,1.0,medium,0.569227521388,Employed,2.0,1
2539,206,support,1.0,0.7731545006370001,4,0.0,low,0.5827492667549999,Employed,2.0,0
2540,270,engineering,0.0,0.965728776006,5,0.0,medium,0.788720209851,Left,5.0,1
2541,193,engineering,0.0,,3,0.0,medium,0.8006936101819999,Employed,3.0,1
2542,156,sales,0.0,,2,0.0,high,0.45569102608199996,Left,3.0,3
2543,162,engineering,0.0,0.967744149959,5,0.0,low,0.754686882087,Left,4.0,0
2544,211,marketing,1.0,0.8035167697069999,5,0.0,low,0.640723730149,Employed,3.0,0
2545,242,management,0.0,0.840423905877,4,0.0,medium,0.5656750124600001,Employed,2.0,1
2546,163,sales,0.0,0.520878306603,4,0.0,high,0.743650948924,Employed,3.0,3
2547,258,engineering,0.0,0.647711386657,3,0.0,medium,0.750799181946,Employed,2.0,1
2548,160,sales,0.0,0.492098953377,2,0.0,low,0.363487370653,Left,3.0,0
2549,268,,0.0,0.8031644620389999,5,0.0,high,0.583844260582,Employed,3.0,3
2550,182,marketing,0.0,,3,0.0,high,1.0,Employed,3.0,3
2551,196,,0.0,0.7413099401250001,3,0.0,medium,1.0,Employed,3.0,1
2552,272,management,0.0,0.7498232795149999,3,0.0,high,0.57109732736,Employed,8.0,3
2553,274,engineering,0.0,0.9427773055859999,4,0.0,low,0.902454273616,Employed,4.0,0
2554,260,IT,0.0,0.609869517302,3,0.0,low,0.680750195836,Employed,3.0,0
2555,118,sales,0.0,0.437219009457,2,0.0,medium,0.168041840681,Employed,4.0,1
2556,157,engineering,0.0,0.777197564547,4,0.0,low,0.83184999764,Employed,4.0,0
2557,181,engineering,0.0,0.6778449686239999,3,0.0,low,0.621552959068,Employed,2.0,0
2559,174,support,0.0,,5,0.0,medium,0.736918814684,Employed,3.0,1
2560,182,sales,0.0,0.6274922873800001,5,0.0,medium,0.9553329256630001,Employed,5.0,1
2561,195,sales,0.0,0.6545144094550001,4,0.0,low,0.824329800336,Employed,3.0,0
2562,159,engineering,1.0,,2,0.0,low,0.468977415601,Left,3.0,0
